area,azimuth,floor_height,absorptance,wall_u,wwr,glass,shading,people,open_fac,roof,ground,v_ar,room_type
0.7638512967163321,0.9446057257931634,0.7597116737905033,0.6779379609086698,0.09102085259115056,0.9442875078171027,0.3086853662620325,0.9464720698547295,0.1283391236187706,0.7656104019262092,0.5245229530049491,0.5194792426716729,0.7398144216464903,0.7693286376507644
0.13625514319120566,0.03282284609374164,0.41488538864111113,0.1801721920726071,0.9755390098896503,0.266423635732027,0.7621796426976877,0.9911002110049898,0.30557263060034695,0.1705627331541664,0.282388079155668,0.04249227514394349,0.1895850015816503,0.6695543108340831
0.5420192601324696,0.08799196212363103,0.968865311521628,0.44506742083423195,0.45921625924492143,0.4306116270778868,0.003805776471771932,0.6789267070234096,0.9988224648593732,0.4115390569904146,0.963767753379747,0.21371430295558072,0.22832799674055884,0.3911722612411707
0.1354667002302179,0.8419108196114373,0.12890290065270008,0.7876653995794962,0.24378714027104487,0.756928107295264,0.5529310580681868,0.9341273383351604,0.5498349632650659,0.9547601398039166,0.6928486863916481,0.2290864575706157,0.12934776061788875,0.2417238234238122
0.07161596698797566,0.15730871640548685,0.5689642505656755,0.7673566650181957,0.15709860646599447,0.4254383962749526,0.6287474359073921,0.05169468721149995,0.3908643435411585,0.2983847518735179,0.7234788018653425,0.7049607308187512,0.5547766597769969,0.5487687951100062
0.19210807725581613,0.5223594278194772,0.7132449086466947,0.8449024509864772,0.5838423287938463,0.6541455567857256,0.7586371151117856,0.43801864115981526,0.16893076579176206,0.5730886690861315,0.528573343192106,0.5876873455429937,0.029076607956167653,0.14440886728689617
0.30832615765745564,0.20135817122244729,0.14224119065320995,0.8233929525579041,0.9371788524582111,0.6452745674160952,0.3268049003141687,0.11704300821241423,0.8689275670628369,0.6654726639637148,0.8388376042080706,0.5740578915001805,0.13431978612435375,0.09828130388419634
0.6729366076145468,0.754031863413588,0.6343517083236294,0.4537762008174707,0.19049115859963098,0.6316539557938042,0.5025518231864277,0.028084544918851668,0.9918866317403284,0.568628815113325,0.5933203287546177,0.27363954590393913,0.2413119643038251,0.8466146397169931
0.20906037628680615,0.3677664039893937,0.0824040271264809,0.7518789866622553,0.1202197584540403,0.6924277626354567,0.49058268954509404,0.9704236314885151,0.7176147009974994,0.3288938532923699,0.7214159478250939,0.6059183893094128,0.845590011120374,0.9322572591016389
0.8574161977059681,0.7781601257910054,0.32805902293346645,0.27305834236717735,0.8029915590146031,0.5154072047142788,0.3409176753603693,0.5588414768743557,0.05858732140852485,0.0213211149958028,0.8158116061961853,0.3678877116360302,0.6401309936395088,0.33646142988821004
0.6900451715576433,0.5766662490437711,0.4604245757431842,0.5890528429913253,0.05955579406109548,0.7587030930480009,0.6259498943197357,0.29784876162978585,0.9551759018235978,0.9032222837233171,0.6027232780497707,0.7952560740769389,0.5376758830662098,0.45316169323266703
0.22606262343804884,0.7260222459598308,0.6834103231464503,0.9430540784681842,0.5396718446156797,0.15559935225250376,0.008299572529473161,0.5229506222445031,0.41641889093941736,0.22630718278315765,0.8414137290319231,0.05198767377512303,0.002807245108525843,0.3845762301993272
0.9350141320804018,0.485428312403173,0.6584428013161816,0.6982350996396821,0.6436517197223129,0.4010061994848819,0.2558557474957455,0.8671448977629872,0.7058780778229268,0.8728325064584553,0.48641180705739623,0.06871931504673624,0.38263763432484904,0.8135990038026089
0.771197947838591,0.14346028185855914,0.5411063389761749,0.8148658131122951,0.9544350689839274,0.4912830111386419,0.8508070940909285,0.7578412875283421,0.3433090535076756,0.32442270930437683,0.9572307858383828,0.13003031466657386,0.8026610259296848,0.019119782432841348
0.30867338882625106,0.31768357632844874,0.8020650995044132,0.588559027019313,0.45076334887114283,0.532559928157253,0.43059311044728843,0.52929850078634,0.6049354249310884,0.4210301894558877,0.3954006679016498,0.9698513613415287,0.30748353281257557,0.6709323820383754
0.521527058748969,0.20391706687389852,0.654460858624126,0.9841844317449783,0.861507366579227,0.6089978880320615,0.22021873549106555,0.19177819135997382,0.9824020108649987,0.5818084976778028,0.8354451883383059,0.08207769196409566,0.9823325799071871,0.8199138058459432
0.7973515028122458,0.7114478274921209,0.8226345669227996,0.5673975896216124,0.14191213881876996,0.5281285392756695,0.43999551192738706,0.07283932873294328,0.915980386399656,0.9670299641256852,0.3517116146820722,0.13528393812044517,0.5416155039755157,0.016131998380275493
0.21646080696217876,0.6242576873397113,0.5323530142208454,0.019330724438720363,0.5323837466840332,0.6987560661514324,0.21337709328681295,0.3034503150709996,0.939345863256637,0.5862915139022855,0.2607627259685038,0.8702448484145353,0.9821238845649668,0.9954491315478824
0.9547236066889393,0.46828356419693146,0.3267332909567713,0.21670394624446596,0.2830201337276601,0.5473447106360114,0.3674331943317888,0.9733860735425044,0.9768335171870648,0.043727147184834295,0.7561452276143883,0.9520770414888264,0.4861504059505547,0.7297603658633117
0.05014714709070486,0.2775848325913217,0.0350309258528505,0.3128063148140596,0.5445231118999432,0.80793210163203,0.9152056545774669,0.07905462848043303,0.2631877155467333,0.6223063839973972,0.28417563176932986,0.29389120091132864,0.5489137823160378,0.7432968265891771
0.40102601742717814,0.5084837640228029,0.7214949721357943,0.09553506956957446,0.15149786686566982,0.6700622315148523,0.5938322000664256,0.9450918210973963,0.7317920124776953,0.5700397446362986,0.7245672236136554,0.6773746957178763,0.2864089962150059,0.6372887788266792
0.1289244563440182,0.8687212928966156,0.1184738916560348,0.8120125989257723,0.5969203797087849,0.7523301367138732,0.6700300557752477,0.2621574847168364,0.3426481004523294,0.11505569668761342,0.4675387439246359,0.5517381969836648,0.46466837300866193,0.43876147129772636
0.6650383361462471,0.2124164824727654,0.7345935068157923,0.18694338984032957,0.4341783441419767,0.30567025414897797,0.4803749284484316,0.013472371907755543,0.7147996552823036,0.13328688320622437,0.836337212068061,0.7964217190267414,0.36197472502818345,0.1715570791903982
0.3923676173406183,0.13402562680997468,0.46516909565346065,0.7834431488278777,0.9230471006606121,0.32073007548143817,0.5148086060333866,0.35614005171136087,0.31768177973584166,0.29449581169390504,0.05499110325164397,0.6877194187516512,0.9055405171174876,0.05144590502719475
0.16212278099079494,0.11999974667842893,0.39383403658315885,0.8880277899254383,0.8370194106120551,0.7349384000138064,0.13426435489874156,0.54314462067119,0.4825026022422558,0.8451264427243536,0.1165513958747762,0.0010776322985031014,0.22260759447246892,0.7134965282704231
0.7693024767397195,0.4524272728053931,0.5248718713226759,0.661800797030987,0.38258938489763555,0.31525108006502345,0.35089209943381533,0.15634673753482203,0.358320234755693,0.7437564106590954,0.1991819180458455,0.33656187576908986,0.6184748321461706,0.9947572280752213
0.5368010311326505,0.15478662752491767,0.5808170101766574,0.8014048751432014,0.869506592763277,0.13885649740103026,0.017565860908625802,0.7017964700367714,0.5123568716812308,0.14276859017739102,0.45477415257829024,0.4751687395096215,0.5531192051561229,0.32598756843652377
0.62888363981349,0.33557570670415765,0.0631084581044701,0.5658381988979212,0.5965110280762167,0.3072080067246896,0.01811029454055581,0.8629257693692073,0.9828836862988677,0.17794179606760185,0.7577717553987259,0.0065621309521695275,0.7517195597960554,0.7842244756930209
0.4345474019338175,0.4876729324169789,0.16656981741523685,0.49760332523515555,0.33784259206729317,0.38074157599933,0.2512178847970919,0.11644552915437252,0.36571519175548906,0.4909620378096738,0.12387554196766457,0.15504485398811346,0.19574903694956208,0.28113366972795717
0.5087595473919123,0.9764422444491626,0.4820759179767076,0.5675184290375862,0.32151742032867786,0.8014493270364617,0.9497376382651573,0.20732398345962577,0.8536215138809969,0.9276209334468658,0.1116978669142236,0.6990239165314188,0.935814173139458,0.15349885951510994
0.5887290942711367,0.41031457417898154,0.0323219432606026,0.9309119505069876,0.1810774165435256,0.007009653141589761,0.323220935840372,0.8886716923205155,0.10799768994727318,0.5376768773058106,0.6379582013499258,0.49512749964463026,0.45135599344678673,0.13511845456667765
0.39186693196161926,0.5516487800272286,0.6953240685113727,0.030473201632494642,0.6319360499057103,0.35502968885628383,0.3921977815995775,0.3140154752388694,0.34082079049718994,0.990536988795633,0.6205624183924411,0.5526670238966469,0.9841899368355711,0.6332305039877264
0.3031761117636306,0.843243487956377,0.044844557093570506,0.9407787473945207,0.9090029151523805,0.14125576456733585,0.677548752236186,0.20561790071870692,0.4121511134489627,0.952954194311817,0.27821927562059406,0.1868328541176682,0.7901812100956017,0.6646625006737334
0.8753326302959311,0.38640898823119657,0.08726090096883345,0.4998003375329268,0.8374198696696549,0.783488705667507,0.9804902126102348,0.4235241767051686,0.03560108874018148,0.3811002441987497,0.4670092454002977,0.5482507211833509,0.5265698793659102,0.4793561673655237
0.36182810696674694,0.9974211548981595,0.5827068443898978,0.012017880281673271,0.22163109568203737,0.513158180742996,0.9852524996326677,0.749698325077872,0.6003824643040166,0.534199482750063,0.7783023917951807,0.02226163437063258,0.9566442415939744,0.8813929327000338
0.1493522409633733,0.8552362636363771,0.6970409888940712,0.7768743377326273,0.7255830473923481,0.05837259176791173,0.512047789661696,0.3527352959646053,0.5263551052982512,0.32687042762874496,0.11688334822777288,0.9535289418316685,0.4118328145799014,0.7190573404394274
