"area","azimuth","floor_height","absorptance","wall_u","wwr","glass","shading","people","open_fac","roof","ground","v_ar","room_type","folder","file","zone","temp","temp_max","ach","ehf"
0.763851296716332,0.944605725793163,0.759711673790503,0.67793796090867,0.0910208525911506,0.944287507817103,0.308685366262033,0.94647206985473,0.128339123618771,0.765610401926209,0.524522953004949,0.519479242671673,0.73981442164649,0.769328637650764,"cluster00","single_00000",0,24.0826185841864,32.0959753160891,10.054029764319,0.393461538461538
0.136255143191206,0.0328228460937416,0.414885388641111,0.180172192072607,0.97553900988965,0.266423635732027,0.762179642697688,0.99110021100499,0.305572630600347,0.170562733154166,0.282388079155668,0.0424922751439435,0.18958500158165,0.669554310834083,"cluster00","single_00001",1,25.199370320532,33.1637943195169,2.16623277788608,0.786538461538462
0.54201926013247,0.087991962123631,0.968865311521628,0.445067420834232,0.459216259244921,0.430611627077887,0.00380577647177193,0.67892670702341,0.998822464859373,0.411539056990415,0.963767753379747,0.213714302955581,0.228327996740559,0.391172261241171,"cluster00","single_00002",2,26.6454545741024,37.2442573200324,12.9768979536005,0.840384615384615
0.135466700230218,0.841910819611437,0.1289029006527,0.787665399579496,0.243787140271045,0.756928107295264,0.552931058068187,0.93412733833516,0.549834963265066,0.954760139803917,0.692848686391648,0.229086457570616,0.129347760617889,0.241723823423812,"cluster00","single_00003",3,25.7042514679565,35.3488564954533,71.6741168796686,0.762692307692308
0.0716159669879757,0.157308716405487,0.568964250565675,0.767356665018196,0.157098606465994,0.425438396274953,0.628747435907392,0.0516946872115,0.390864343541159,0.298384751873518,0.723478801865343,0.704960730818751,0.554776659776997,0.548768795110006,"cluster00","single_00004",4,25.1888923230071,32.7673983202146,5.91606128138786,0.555769230769231
0.192108077255816,0.522359427819477,0.713244908646695,0.844902450986477,0.583842328793846,0.654145556785726,0.758637115111786,0.438018641159815,0.168930765791762,0.573088669086132,0.528573343192106,0.587687345542994,0.0290766079561677,0.144408867286896,"cluster00","single_00005",5,24.2907011357377,33.1038796361705,29.3537570331346,0.623461538461539
0.308326157657456,0.201358171222447,0.14224119065321,0.823392952557904,0.937178852458211,0.645274567416095,0.326804900314169,0.117043008212414,0.868927567062837,0.665472663963715,0.838837604208071,0.57405789150018,0.134319786124354,0.0982813038841963,"cluster00","single_00006",6,25.531773764621,34.5806890862942,22.1092749363933,0.760769230769231
0.672936607614547,0.754031863413588,0.634351708323629,0.453776200817471,0.190491158599631,0.631653955793804,0.502551823186428,0.0280845449188517,0.991886631740328,0.568628815113325,0.593320328754618,0.273639545903939,0.241311964303825,0.846614639716993,"cluster00","single_00007",7,29.0002965655021,39.9181143534295,8.781097402995,0.947692307692308
0.209060376286806,0.367766403989394,0.0824040271264809,0.751878986662255,0.12021975845404,0.692427762635457,0.490582689545094,0.970423631488515,0.717614700997499,0.32889385329237,0.721415947825094,0.605918389309413,0.845590011120374,0.932257259101639,"cluster00","single_00008",8,25.561779263602,32.7313157607588,5.31976522256341,0.556538461538462
0.857416197705968,0.778160125791005,0.328059022933466,0.273058342367177,0.802991559014603,0.515407204714279,0.340917675360369,0.558841476874356,0.0585873214085249,0.0213211149958028,0.815811606196185,0.36788771163603,0.640130993639509,0.33646142988821,"cluster00","single_00009",9,28.8218588460452,38.8470230743444,0.698705395309223,0.835384615384615
0.690045171557643,0.576666249043771,0.460424575743184,0.589052842991325,0.0595557940610955,0.758703093048001,0.625949894319736,0.297848761629786,0.955175901823598,0.903222283723317,0.602723278049771,0.795256074076939,0.53767588306621,0.453161693232667,"cluster00","single_00010",0,25.066915259929,33.0578747411428,11.17107321521,0.521153846153846
0.226062623438049,0.726022245959831,0.68341032314645,0.943054078468184,0.53967184461568,0.155599352252504,0.00829957252947316,0.522950622244503,0.416418890939417,0.226307182783158,0.841413729031923,0.051987673775123,0.00280724510852584,0.384576230199327,"cluster00","single_00011",1,27.5107948710325,37.3766904964754,3.61518891987235,0.883076923076923
0.935014132080402,0.485428312403173,0.658442801316182,0.698235099639682,0.643651719722313,0.401006199484882,0.255855747495746,0.867144897762987,0.705878077822927,0.872832506458455,0.486411807057396,0.0687193150467362,0.382637634324849,0.813599003802609,"cluster00","single_00012",2,26.8509439546991,34.0344720778752,10.2692892027088,0.843846153846154
0.771197947838591,0.143460281858559,0.541106338976175,0.814865813112295,0.954435068983927,0.491283011138642,0.850807094090928,0.757841287528342,0.343309053507676,0.324422709304377,0.957230785838383,0.130030314666574,0.802661025929685,0.0191197824328413,"cluster00","single_00013",3,27.6766219410944,39.0132464581403,6.40228495641681,0.711153846153846
0.308673388826251,0.317683576328449,0.802065099504413,0.588559027019313,0.450763348871143,0.532559928157253,0.430593110447288,0.52929850078634,0.604935424931088,0.421030189455888,0.39540066790165,0.969851361341529,0.307483532812576,0.670932382038375,"cluster00","single_00014",4,23.0590427014569,28.225347190781,7.89903718807096,0.251538461538462
0.521527058748969,0.203917066873899,0.654460858624126,0.984184431744978,0.861507366579227,0.608997888032061,0.220218735491066,0.191778191359974,0.982402010864999,0.581808497677803,0.835445188338306,0.0820776919640957,0.982332579907187,0.819913805845943,"cluster00","single_00015",5,28.48071860133,39.3244048222978,9.60293094689144,0.792692307692308
0.797351502812246,0.711447827492121,0.8226345669228,0.567397589621612,0.14191213881877,0.528128539275669,0.439995511927387,0.0728393287329433,0.915980386399656,0.967029964125685,0.351711614682072,0.135283938120445,0.541615503975516,0.0161319983802755,"cluster00","single_00016",6,26.3804207933184,34.350356130952,50.1343984944859,0.714615384615385
0.216460806962179,0.624257687339711,0.532353014220845,0.0193307244387204,0.532383746684033,0.698756066151432,0.213377093286813,0.303450315071,0.939345863256637,0.586291513902286,0.260762725968504,0.870244848414535,0.982123884564967,0.995449131547882,"cluster00","single_00017",7,22.9520197183876,28.4665149375598,10.8820674229549,0.0926923076923077
0.954723606688939,0.468283564196931,0.326733290956771,0.216703946244466,0.28302013372766,0.547344710636011,0.367433194331789,0.973386073542504,0.976833517187065,0.0437271471848343,0.756145227614388,0.952077041488826,0.486150405950555,0.729760365863312,"cluster00","single_00018",8,26.9531352245825,33.591210873559,0.678245709953859,0.848461538461538
