,area,ratio,zone_height,azimuth,absorptance,wall_u,wall_ct,wwr,people,corner_window
0,0.6003775425612072,0.12753075085215118,0.6710588340253204,0.617517794033963,0.030503844333726753,0.08088227293533169,0.6275050909529621,0.7109747669199091,0.5250496490435185,0.6846680737990183
1,0.24037037393344335,0.8339457382357073,0.4649482855757362,0.2474757230863498,0.5940012992831079,0.31559789345215095,0.5633237523909994,0.6802268165204906,0.8858573146188654,0.4670322737318421
2,0.20447569247673225,0.8342578123113608,0.8746360515305975,0.8761221187384007,0.48555497168629036,0.9862242000660291,0.8122553801578343,0.33949749129571294,0.09046532449954757,0.12344287096788335
3,0.9254521787258729,0.7021467062041188,0.2421963335046705,0.5231442037369295,0.02930099473880851,0.4633125028082244,0.5629765484090115,0.7485772418823537,0.966834865237964,0.2721319701063511
4,0.5096708624803562,0.4489987421499723,0.4470992963310362,0.7119131512600375,0.5073474613550116,0.7048363712286703,0.9134290303337845,0.42266349303591033,0.4221100231724718,0.8741416843432327
5,0.3540596278108538,0.01901839699342349,0.1710661550734666,0.05434161808512466,0.2770177203937088,0.11020406616085883,0.344596857924094,0.36280476800014577,0.16538771950102807,0.8750385879987187
6,0.5731665544821414,0.48471512923334387,0.5227642453606801,0.2414027829520158,0.3487184578658513,0.4509947853247896,0.051244734089386526,0.04457319958482695,0.8533733976699088,0.5088882890763341
7,0.86713930207481,0.8140461772423495,0.48608749518150063,0.6050424192118757,0.2120070747215855,0.20897486471175414,0.8883964579476552,0.7752063974542996,0.14629581280799267,0.3384728683485338
8,0.688685915514856,0.7681560892175398,0.3242769791457763,0.1894523139744122,0.15790930654940707,0.40957368039848024,0.2203405763217668,0.7762213468467777,0.6793102498846558,0.8791842813974179
9,0.384709645773231,0.21904311565697662,0.18345414219872858,0.73348094300491,0.2891387752067106,0.5843012882404444,0.9958167965801917,0.16972927177155508,0.09479408413897344,0.7526366130679413
10,0.3983963523248675,0.34026013251463466,0.5311313532515793,0.46102328127863906,0.3914855185881449,0.47015258321600695,0.43966593768929435,0.2546561248157956,0.7795784782001116,0.5159440178493894
11,0.4661943953730907,0.356890363943232,0.33834118683703224,0.6350432931468252,0.10109667128160187,0.034192618977698146,0.7777048758968297,0.7447641896187275,0.5878900124827032,0.3073750085712723
12,0.9500523057323688,0.5781549881247716,0.47941633522417765,0.16535720817020821,0.28464109864695825,0.1772805270418573,0.21350446434871836,0.8998572743633693,0.933805442208376,0.7650811020783094
13,0.5647025532073809,0.9905369167947986,0.03637466550219157,0.3569161118133254,0.8598797201012494,0.2864039291751314,0.8615605852868006,0.672961246320292,0.9572407654755717,0.6283824420412168
14,0.8867838808350835,0.5070941759133206,0.016934215556674917,0.7402127083355374,0.6140341163241083,0.3419214346525929,0.8201870816425493,0.4086274365808427,0.5848287396184428,0.26901581875158187
15,0.9669195380270048,0.2612009705239718,0.4930198135923461,0.7936426429277439,0.411293106676927,0.13323572457033653,0.257146168032803,0.8040388681619907,0.6029832848596189,0.28874385779379363
16,0.08371448733312961,0.1302148230684648,0.09052746742106563,0.12098945113705172,0.8720063801415554,0.160622562619057,0.46410419794571345,0.6067667562931301,0.5347579224418264,0.24276689258822845
17,0.41363406891967924,0.36919488083923124,0.935092238802679,0.6867815531589105,0.9637267108841752,0.590058643569512,0.4704255225020707,0.6329961395380245,0.02317262330839693,0.8177624007658876
18,0.5964876569938008,0.29695782315668495,0.5723104580399073,0.48856925982507127,0.04826026025829992,0.4420695648430369,0.9734556131619763,0.7692406960156506,0.45916427447988034,0.9779977139309131
19,0.6501982639096503,0.4009150437788817,0.3421543708116307,0.5117176070051993,0.06862806484475943,0.47870843907181915,0.12955732263353745,0.6159489778407459,0.13077490101759465,0.911177477768074
20,0.5888273738862706,0.7824305140556991,0.391214819567189,0.5373036477960417,0.2878183828187555,0.5576487688147953,0.6394948611293959,0.9809782712479556,0.2318467587086849,0.4361082133286413
21,0.8167541890933907,0.625379178921164,0.31674903426931056,0.9335053333311251,0.23130426628575831,0.13778440747596243,0.013703148963956517,0.47584698618979027,0.35707664727048716,0.31897965380945387
22,0.7257130058105142,0.18825378630115588,0.41732282376268265,0.06823813371217949,0.6068623082540457,0.011373933078588987,0.5032182873674957,0.2745987570625058,0.5704470966731565,0.4226017024817754
23,0.152142755126604,0.862148603744345,0.1660240906573367,0.6438582147676531,0.9212076188625603,0.9452018697714772,0.49991692808397586,0.44750447289903283,0.1569780116152966,0.04006382788379053
24,0.48811148963052897,0.5375192536133055,0.5461323213393704,0.14275605585652176,0.5179213532982837,0.9057152531868191,0.23036846588480686,0.5259018841413168,0.2519466257377932,0.982621134670688
25,0.379773843470556,0.8720974678419234,0.8893566499880728,0.8028519754713602,0.8999263370219673,0.573228529273047,0.6732485394071706,0.9570376813541562,0.6496438937120534,0.7600010876505868
