folder,file,zone,temp,temp_max,ach,ehf
cluster0,whole_average_000,0,31.254560462742162,42.1692234344827,1.4023189473132767,0.9315384615384615
cluster0,whole_average_000,1,30.46963098887265,41.530440394262044,2.583534161861147,0.916923076923077
cluster0,whole_average_000,2,31.074993343393626,41.688752541657855,1.4025933007593305,0.9346153846153846
cluster0,whole_average_000,3,30.866284526407835,41.872987624125734,1.1537284479832481,0.9315384615384615
cluster0,whole_average_000,4,30.381237539457192,41.58877408203247,2.7437559372707474,0.9011538461538462
cluster0,whole_average_000,5,30.204115502717066,41.545684579385494,2.3843945952294288,0.8876923076923077
cluster0,whole_tpu_000,0,31.10867276252464,42.113156478487454,1.388219034471951,0.9238461538461539
cluster0,whole_tpu_000,1,30.248765497383843,41.38787104959617,2.896479500909438,0.9065384615384615
cluster0,whole_tpu_000,2,30.8140878264711,41.59428105876326,1.5508889915332906,0.9273076923076923
cluster0,whole_tpu_000,3,30.63965160491481,41.69137125033159,1.2629207151526458,0.926923076923077
cluster0,whole_tpu_000,4,30.160670584684613,41.51399542183891,3.0158597237181395,0.8938461538461538
cluster0,whole_tpu_000,5,30.12691136641681,41.21891760340157,2.2280938028764257,0.8942307692307693
cluster0,whole_average_001,0,26.782465847061495,37.007548175413426,10.725884523442087,0.6538461538461539
cluster0,whole_average_001,1,25.61476287343825,36.054742547986905,67.01847462786893,0.5542307692307692
cluster0,whole_average_001,2,26.732112156532352,36.765218862055704,10.715663300726439,0.6561538461538462
cluster0,whole_average_001,3,26.62153232423938,36.52809379149339,10.372771060860654,0.6342307692307693
cluster0,whole_average_001,4,25.604097881602243,36.34527017684578,64.91933613188142,0.5484615384615384
cluster0,whole_average_001,5,25.695416028322764,36.11761928769352,49.555101454788094,0.5511538461538461
cluster0,whole_tpu_001,0,26.799614204892077,36.98249644044886,9.45355947028335,0.6538461538461539
cluster0,whole_tpu_001,1,25.522153721859052,35.98394988129391,76.60869505393303,0.5430769230769231
cluster0,whole_tpu_001,2,26.653589512493106,36.73834314671495,11.901032999334266,0.6507692307692308
cluster0,whole_tpu_001,3,26.52611361225676,36.457481982613395,11.578362611347888,0.6265384615384615
cluster0,whole_tpu_001,4,25.59282394578347,36.310133691156246,71.24929819922859,0.5476923076923077
cluster0,whole_tpu_001,5,25.59783957528233,36.006485507956015,55.82535408513841,0.545
cluster0,whole_average_002,0,25.561564022461294,31.33898051570648,10.004281773201546,0.7592307692307693
cluster0,whole_average_002,1,25.21730288426651,31.39614052897769,21.125017017991095,0.6903846153846154
cluster0,whole_average_002,2,25.64023276757872,31.29171057636659,10.006527208083435,0.7703846153846153
cluster0,whole_average_002,3,25.881675783617332,31.447449912828287,9.615438930641048,0.823076923076923
cluster0,whole_average_002,4,25.119627438445082,31.33217849753255,22.393557997242294,0.6957692307692308
cluster0,whole_average_002,5,25.489546210197894,31.41635308008289,15.858505033238446,0.7469230769230769
cluster0,whole_tpu_002,0,25.52196813824905,31.27391983724229,10.02995154084365,0.7607692307692308
cluster0,whole_tpu_002,1,25.164641862366874,31.395543431955012,23.176173412959777,0.6853846153846154
cluster0,whole_tpu_002,2,25.46789044901028,31.226233485922393,12.148544333778435,0.7465384615384615
cluster0,whole_tpu_002,3,25.722848071451455,31.402826699850593,11.445490266389006,0.7965384615384615
cluster0,whole_tpu_002,4,24.947132197465315,31.30106543646963,24.495282481457814,0.6611538461538462
cluster0,whole_tpu_002,5,25.299788422415183,31.36477099308744,16.89793304668666,0.7176923076923077
cluster0,whole_average_003,0,26.579925809824044,35.34160042461727,7.82237765317891,0.7169230769230769
cluster0,whole_average_003,1,26.308061844758015,35.396373361885814,15.307132515625847,0.688076923076923
cluster0,whole_average_003,2,26.543436238265176,35.22202691850181,7.817537300398298,0.713076923076923
cluster0,whole_average_003,3,26.767597928535956,35.521763002580144,8.223349516905943,0.7473076923076923
cluster0,whole_average_003,4,26.265751416306113,35.22239735907263,15.27736116028167,0.68
cluster0,whole_average_003,5,26.566208134859487,35.55028792707244,11.686429995557512,0.7223076923076923
cluster0,whole_tpu_003,0,26.715779707859305,35.375560497261,5.853692875334045,0.7380769230769231
cluster0,whole_tpu_003,1,26.328164577475473,35.39711419190827,15.52706395189894,0.6953846153846154
cluster0,whole_tpu_003,2,26.48367561699498,35.16874899270155,8.656360280638593,0.7069230769230769
cluster0,whole_tpu_003,3,26.709018283484586,35.477866850012994,8.942967075798894,0.7415384615384616
cluster0,whole_tpu_003,4,26.19001394415463,35.19337461491907,16.990775202005544,0.6723076923076923
cluster0,whole_tpu_003,5,26.528954252093428,35.504734210141635,11.25763708145391,0.7103846153846154
cluster0,whole_average_004,0,28.222423639643328,34.06711931045418,0.7324621911400716,0.9861538461538462
